Flight_ID,Flight_Date,Departure_Airport,Arrival_Airport,Booking_Date,Fare_Class,Ticket_Price,Booking_Channel,No_Show
F102,2025-07-02 05:00:00,ORD,MIA,2025-06-01 05:00:00,Premium,676,App,0
F104,2025-07-02 06:00:00,DFW,BOS,2025-06-01 06:00:00,Business,718,Web,0
F101,2025-07-02 07:00:00,DFW,ATL,2025-06-01 07:00:00,Economy,758,Web,0
F102,2025-07-02 08:00:00,LAX,SEA,2025-06-01 08:00:00,Economy,236,App,0
F102,2025-07-02 09:00:00,ORD,MIA,2025-06-01 09:00:00,Premium,773,App,0
F102,2025-07-02 10:00:00,JFK,BOS,2025-06-01 10:00:00,Economy,527,Agent,0
F102,2025-07-02 11:00:00,DFW,SEA,2025-06-01 11:00:00,Business,551,Web,0
F102,2025-07-02 12:00:00,JFK,ATL,2025-06-01 12:00:00,Business,711,App,0
F103,2025-07-02 13:00:00,JFK,BOS,2025-06-01 13:00:00,Premium,949,Web,0
F101,2025-07-02 14:00:00,ORD,MIA,2025-06-01 14:00:00,Business,918,App,1
F103,2025-07-02 15:00:00,ORD,SEA,2025-06-01 15:00:00,Business,240,Web,0
F104,2025-07-02 16:00:00,DFW,MIA,2025-06-01 16:00:00,Premium,182,Agent,0
F102,2025-07-02 17:00:00,ORD,ATL,2025-06-01 17:00:00,Business,276,Web,1
F101,2025-07-02 18:00:00,ORD,SEA,2025-06-01 18:00:00,Business,297,Web,1
F102,2025-07-02 19:00:00,ORD,ATL,2025-06-01 19:00:00,Business,723,Web,0
F101,2025-07-02 20:00:00,JFK,ATL,2025-06-01 20:00:00,Economy,667,Web,0
F103,2025-07-02 21:00:00,DFW,BOS,2025-06-01 21:00:00,Premium,790,Web,0
F101,2025-07-02 22:00:00,LAX,MIA,2025-06-01 22:00:00,Premium,520,Agent,0
F104,2025-07-02 23:00:00,JFK,SEA,2025-06-01 23:00:00,Premium,500,App,0
F104,2025-07-03 00:00:00,ORD,ATL,2025-06-02 00:00:00,Economy,797,Web,0
F101,2025-07-03 01:00:00,JFK,ATL,2025-06-02 01:00:00,Economy,570,Agent,0
F101,2025-07-03 02:00:00,ORD,SEA,2025-06-02 02:00:00,Premium,317,Web,0
F101,2025-07-03 03:00:00,ORD,ATL,2025-06-02 03:00:00,Economy,927,Web,0
F101,2025-07-03 04:00:00,JFK,BOS,2025-06-02 04:00:00,Premium,828,App,0
F104,2025-07-03 05:00:00,DFW,BOS,2025-06-02 05:00:00,Economy,731,Web,0
F102,2025-07-03 06:00:00,ORD,BOS,2025-06-02 06:00:00,Business,274,Agent,0
F101,2025-07-03 07:00:00,DFW,BOS,2025-06-02 07:00:00,Business,122,Agent,0
F101,2025-07-03 08:00:00,LAX,ATL,2025-06-02 08:00:00,Premium,824,App,0
F104,2025-07-03 09:00:00,ORD,SEA,2025-06-02 09:00:00,Economy,334,Web,0
F104,2025-07-03 10:00:00,DFW,SEA,2025-06-02 10:00:00,Economy,112,Agent,1
F103,2025-07-03 11:00:00,DFW,SEA,2025-06-02 11:00:00,Business,200,Web,0
F101,2025-07-03 12:00:00,LAX,SEA,2025-06-02 12:00:00,Business,635,Web,0
F103,2025-07-03 13:00:00,DFW,MIA,2025-06-02 13:00:00,Economy,975,Web,0
F104,2025-07-03 14:00:00,DFW,SEA,2025-06-02 14:00:00,Economy,622,App,0
F104,2025-07-03 15:00:00,LAX,MIA,2025-06-02 15:00:00,Economy,884,Web,0
F102,2025-07-03 16:00:00,ORD,MIA,2025-06-02 16:00:00,Economy,551,Agent,0
F101,2025-07-03 17:00:00,DFW,BOS,2025-06-02 17:00:00,Economy,530,Web,0
F103,2025-07-03 18:00:00,DFW,MIA,2025-06-02 18:00:00,Economy,892,Agent,0
F104,2025-07-03 19:00:00,DFW,ATL,2025-06-02 19:00:00,Premium,705,Web,0
F104,2025-07-03 20:00:00,JFK,MIA,2025-06-02 20:00:00,Economy,812,Agent,0
F103,2025-07-03 21:00:00,LAX,BOS,2025-06-02 21:00:00,Business,632,Agent,0
F102,2025-07-03 22:00:00,JFK,MIA,2025-06-02 22:00:00,Premium,951,Web,1
F104,2025-07-03 23:00:00,LAX,ATL,2025-06-02 23:00:00,Economy,822,Web,0
F101,2025-07-04 00:00:00,ORD,ATL,2025-06-03 00:00:00,Business,751,Agent,0
F104,2025-07-04 01:00:00,ORD,ATL,2025-06-03 01:00:00,Premium,392,App,0
F101,2025-07-04 02:00:00,DFW,BOS,2025-06-03 02:00:00,Business,909,Web,0
F103,2025-07-04 03:00:00,LAX,BOS,2025-06-03 03:00:00,Economy,200,App,0
F101,2025-07-04 04:00:00,ORD,SEA,2025-06-03 04:00:00,Economy,601,Web,0
F103,2025-07-04 05:00:00,LAX,BOS,2025-06-03 05:00:00,Economy,403,Web,0
F101,2025-07-04 06:00:00,ORD,ATL,2025-06-03 06:00:00,Economy,970,Web,0
F103,2025-07-04 07:00:00,JFK,ATL,2025-06-03 07:00:00,Premium,639,Web,0
F101,2025-07-04 08:00:00,ORD,BOS,2025-06-03 08:00:00,Premium,652,App,0
F102,2025-07-04 09:00:00,JFK,MIA,2025-06-03 09:00:00,Business,454,Web,0
F101,2025-07-04 10:00:00,ORD,BOS,2025-06-03 10:00:00,Economy,402,Agent,0
F101,2025-07-04 11:00:00,DFW,BOS,2025-06-03 11:00:00,Business,595,Agent,0
F102,2025-07-04 12:00:00,JFK,ATL,2025-06-03 12:00:00,Premium,757,App,0
F104,2025-07-04 13:00:00,ORD,SEA,2025-06-03 13:00:00,Economy,867,Web,0
F104,2025-07-04 14:00:00,DFW,ATL,2025-06-03 14:00:00,Economy,326,Agent,0
F101,2025-07-04 15:00:00,JFK,SEA,2025-06-03 15:00:00,Premium,335,App,0
F102,2025-07-04 16:00:00,DFW,ATL,2025-06-03 16:00:00,Premium,972,Web,0
F101,2025-07-04 17:00:00,LAX,BOS,2025-06-03 17:00:00,Premium,991,Agent,1
F103,2025-07-04 18:00:00,LAX,ATL,2025-06-03 18:00:00,Premium,554,Agent,0
F103,2025-07-04 19:00:00,JFK,ATL,2025-06-03 19:00:00,Premium,112,App,0
F101,2025-07-04 20:00:00,ORD,ATL,2025-06-03 20:00:00,Economy,309,Web,0
F104,2025-07-04 21:00:00,JFK,BOS,2025-06-03 21:00:00,Premium,840,Web,0
F104,2025-07-04 22:00:00,DFW,BOS,2025-06-03 22:00:00,Economy,496,Agent,0
F101,2025-07-04 23:00:00,ORD,BOS,2025-06-03 23:00:00,Economy,199,Agent,0
F101,2025-07-05 00:00:00,LAX,BOS,2025-06-04 00:00:00,Premium,130,Agent,0
F103,2025-07-05 01:00:00,ORD,SEA,2025-06-04 01:00:00,Premium,997,Web,0
F104,2025-07-05 02:00:00,LAX,SEA,2025-06-04 02:00:00,Economy,627,App,0
F101,2025-07-05 03:00:00,ORD,MIA,2025-06-04 03:00:00,Premium,748,App,0
F103,2025-07-05 04:00:00,ORD,BOS,2025-06-04 04:00:00,Premium,428,Web,1
F104,2025-07-05 05:00:00,ORD,SEA,2025-06-04 05:00:00,Premium,265,App,0
F102,2025-07-05 06:00:00,DFW,ATL,2025-06-04 06:00:00,Business,558,Agent,0
F103,2025-07-05 07:00:00,DFW,BOS,2025-06-04 07:00:00,Economy,921,App,0
F104,2025-07-05 08:00:00,JFK,MIA,2025-06-04 08:00:00,Business,199,App,0
F104,2025-07-05 09:00:00,JFK,MIA,2025-06-04 09:00:00,Premium,720,App,0
F103,2025-07-05 10:00:00,LAX,MIA,2025-06-04 10:00:00,Business,954,Agent,0
F102,2025-07-05 11:00:00,DFW,ATL,2025-06-04 11:00:00,Premium,272,Web,0
F103,2025-07-05 12:00:00,LAX,SEA,2025-06-04 12:00:00,Business,848,Agent,0
F104,2025-07-05 13:00:00,JFK,ATL,2025-06-04 13:00:00,Premium,261,Web,0
F101,2025-07-05 14:00:00,LAX,BOS,2025-06-04 14:00:00,Business,827,Web,0
F101,2025-07-05 15:00:00,JFK,MIA,2025-06-04 15:00:00,Business,875,Web,0
F103,2025-07-05 16:00:00,DFW,ATL,2025-06-04 16:00:00,Business,362,App,1
F104,2025-07-05 17:00:00,ORD,ATL,2025-06-04 17:00:00,Economy,903,App,0
F101,2025-07-05 18:00:00,DFW,SEA,2025-06-04 18:00:00,Business,373,Web,0
F104,2025-07-05 19:00:00,LAX,SEA,2025-06-04 19:00:00,Economy,102,Web,0
F103,2025-07-05 20:00:00,LAX,MIA,2025-06-04 20:00:00,Premium,127,App,1
F101,2025-07-05 21:00:00,DFW,ATL,2025-06-04 21:00:00,Business,425,Agent,0
F104,2025-07-05 22:00:00,DFW,ATL,2025-06-04 22:00:00,Premium,248,Web,0
F101,2025-07-05 23:00:00,JFK,SEA,2025-06-04 23:00:00,Premium,639,Agent,0
F103,2025-07-06 00:00:00,LAX,ATL,2025-06-05 00:00:00,Business,587,App,0
F104,2025-07-06 01:00:00,LAX,ATL,2025-06-05 01:00:00,Economy,921,Web,0
F101,2025-07-06 02:00:00,DFW,ATL,2025-06-05 02:00:00,Business,537,Agent,0
F103,2025-07-06 03:00:00,ORD,SEA,2025-06-05 03:00:00,Premium,164,Agent,1
F101,2025-07-06 04:00:00,LAX,MIA,2025-06-05 04:00:00,Premium,455,Agent,0
F101,2025-07-06 05:00:00,ORD,BOS,2025-06-05 05:00:00,Business,632,App,0
F102,2025-07-06 06:00:00,DFW,MIA,2025-06-05 06:00:00,Economy,351,App,0
F102,2025-07-06 07:00:00,DFW,BOS,2025-06-05 07:00:00,Economy,334,Agent,0
F103,2025-07-06 08:00:00,JFK,ATL,2025-06-05 08:00:00,Premium,326,Agent,1
F102,2025-07-06 09:00:00,LAX,MIA,2025-06-05 09:00:00,Premium,624,App,0
F103,2025-07-06 10:00:00,ORD,BOS,2025-06-05 10:00:00,Economy,412,Agent,0
F102,2025-07-06 11:00:00,JFK,SEA,2025-06-05 11:00:00,Business,148,Agent,0
F101,2025-07-06 12:00:00,LAX,SEA,2025-06-05 12:00:00,Premium,217,App,0
F103,2025-07-06 13:00:00,JFK,MIA,2025-06-05 13:00:00,Economy,153,Agent,0
F103,2025-07-06 14:00:00,DFW,MIA,2025-06-05 14:00:00,Premium,749,Agent,0
F101,2025-07-06 15:00:00,LAX,ATL,2025-06-05 15:00:00,Business,664,Agent,0
F103,2025-07-06 16:00:00,JFK,MIA,2025-06-05 16:00:00,Economy,143,App,1
F103,2025-07-06 17:00:00,JFK,ATL,2025-06-05 17:00:00,Premium,914,Agent,0
F102,2025-07-06 18:00:00,ORD,ATL,2025-06-05 18:00:00,Business,152,App,1
F103,2025-07-06 19:00:00,JFK,SEA,2025-06-05 19:00:00,Premium,685,App,0
F104,2025-07-06 20:00:00,LAX,SEA,2025-06-05 20:00:00,Business,657,Web,0
F101,2025-07-06 21:00:00,LAX,BOS,2025-06-05 21:00:00,Business,624,Web,0
F102,2025-07-06 22:00:00,ORD,SEA,2025-06-05 22:00:00,Economy,776,Agent,0
F102,2025-07-06 23:00:00,LAX,SEA,2025-06-05 23:00:00,Business,201,App,0
F104,2025-07-07 00:00:00,DFW,MIA,2025-06-06 00:00:00,Premium,891,Web,0
F101,2025-07-07 01:00:00,LAX,SEA,2025-06-06 01:00:00,Business,869,Agent,0
F101,2025-07-07 02:00:00,LAX,BOS,2025-06-06 02:00:00,Business,948,Web,0
F102,2025-07-07 03:00:00,JFK,MIA,2025-06-06 03:00:00,Economy,967,Web,0
F103,2025-07-07 04:00:00,JFK,BOS,2025-06-06 04:00:00,Business,497,App,0
F102,2025-07-07 05:00:00,LAX,SEA,2025-06-06 05:00:00,Business,237,App,0
F101,2025-07-07 06:00:00,ORD,BOS,2025-06-06 06:00:00,Premium,774,Web,0
F104,2025-07-07 07:00:00,JFK,MIA,2025-06-06 07:00:00,Economy,486,Web,0
F102,2025-07-07 08:00:00,ORD,ATL,2025-06-06 08:00:00,Economy,210,App,0
F101,2025-07-07 09:00:00,LAX,BOS,2025-06-06 09:00:00,Economy,713,Agent,1
F102,2025-07-07 10:00:00,LAX,BOS,2025-06-06 10:00:00,Business,116,App,0
F103,2025-07-07 11:00:00,DFW,MIA,2025-06-06 11:00:00,Economy,879,Web,0
F102,2025-07-07 12:00:00,JFK,MIA,2025-06-06 12:00:00,Business,281,Agent,0
F102,2025-07-07 13:00:00,LAX,BOS,2025-06-06 13:00:00,Business,983,Web,0
F101,2025-07-07 14:00:00,DFW,SEA,2025-06-06 14:00:00,Premium,635,Agent,0
F101,2025-07-07 15:00:00,JFK,BOS,2025-06-06 15:00:00,Premium,640,Web,0
F101,2025-07-07 16:00:00,LAX,MIA,2025-06-06 16:00:00,Premium,270,Agent,1
F102,2025-07-07 17:00:00,LAX,ATL,2025-06-06 17:00:00,Premium,508,Agent,0
F103,2025-07-07 18:00:00,JFK,ATL,2025-06-06 18:00:00,Premium,839,Web,0
F104,2025-07-07 19:00:00,JFK,SEA,2025-06-06 19:00:00,Business,477,Agent,0
F104,2025-07-07 20:00:00,JFK,BOS,2025-06-06 20:00:00,Business,287,App,0
F101,2025-07-07 21:00:00,LAX,ATL,2025-06-06 21:00:00,Economy,957,Web,0
F101,2025-07-07 22:00:00,LAX,BOS,2025-06-06 22:00:00,Business,329,App,0
F102,2025-07-07 23:00:00,DFW,MIA,2025-06-06 23:00:00,Business,932,Web,0
F104,2025-07-08 00:00:00,ORD,ATL,2025-06-07 00:00:00,Premium,951,Agent,1
F101,2025-07-08 01:00:00,JFK,SEA,2025-06-07 01:00:00,Business,218,Agent,0
F103,2025-07-08 02:00:00,LAX,MIA,2025-06-07 02:00:00,Premium,255,Agent,0
F103,2025-07-08 03:00:00,LAX,SEA,2025-06-07 03:00:00,Economy,883,Web,0
F101,2025-07-08 04:00:00,JFK,MIA,2025-06-07 04:00:00,Economy,786,App,0
F101,2025-07-08 05:00:00,ORD,ATL,2025-06-07 05:00:00,Business,564,App,0
F104,2025-07-08 06:00:00,JFK,SEA,2025-06-07 06:00:00,Economy,203,Web,0
F104,2025-07-08 07:00:00,ORD,SEA,2025-06-07 07:00:00,Business,703,Web,0
F102,2025-07-08 08:00:00,LAX,MIA,2025-06-07 08:00:00,Economy,797,App,0
F104,2025-07-08 09:00:00,ORD,SEA,2025-06-07 09:00:00,Premium,894,App,0
F103,2025-07-08 10:00:00,DFW,MIA,2025-06-07 10:00:00,Premium,601,App,1
F103,2025-07-08 11:00:00,LAX,MIA,2025-06-07 11:00:00,Premium,792,App,0
F101,2025-07-08 12:00:00,DFW,MIA,2025-06-07 12:00:00,Premium,781,Web,1
F104,2025-07-08 13:00:00,JFK,MIA,2025-06-07 13:00:00,Business,798,Web,1
F102,2025-07-08 14:00:00,JFK,ATL,2025-06-07 14:00:00,Economy,274,Agent,0
F103,2025-07-08 15:00:00,JFK,MIA,2025-06-07 15:00:00,Business,833,App,0
F103,2025-07-08 16:00:00,ORD,BOS,2025-06-07 16:00:00,Premium,844,Agent,0
F102,2025-07-08 17:00:00,LAX,SEA,2025-06-07 17:00:00,Business,773,Web,0
F102,2025-07-08 18:00:00,JFK,BOS,2025-06-07 18:00:00,Economy,520,Web,0
F103,2025-07-08 19:00:00,JFK,ATL,2025-06-07 19:00:00,Business,233,Agent,0
F103,2025-07-08 20:00:00,LAX,BOS,2025-06-07 20:00:00,Economy,490,App,1
F102,2025-07-08 21:00:00,JFK,SEA,2025-06-07 21:00:00,Business,835,App,0
F103,2025-07-08 22:00:00,DFW,BOS,2025-06-07 22:00:00,Economy,600,App,0
F101,2025-07-08 23:00:00,LAX,ATL,2025-06-07 23:00:00,Economy,764,App,0
F101,2025-07-09 00:00:00,LAX,MIA,2025-06-08 00:00:00,Premium,132,Agent,1
F102,2025-07-09 01:00:00,LAX,BOS,2025-06-08 01:00:00,Economy,154,Agent,0
F104,2025-07-09 02:00:00,DFW,ATL,2025-06-08 02:00:00,Premium,618,Web,1
F102,2025-07-09 03:00:00,LAX,ATL,2025-06-08 03:00:00,Premium,855,App,0
F102,2025-07-09 04:00:00,DFW,SEA,2025-06-08 04:00:00,Premium,924,App,0
F104,2025-07-09 05:00:00,LAX,SEA,2025-06-08 05:00:00,Business,737,App,0
F104,2025-07-09 06:00:00,ORD,BOS,2025-06-08 06:00:00,Business,111,Agent,0
F104,2025-07-09 07:00:00,JFK,MIA,2025-06-08 07:00:00,Business,627,App,0
F101,2025-07-09 08:00:00,ORD,ATL,2025-06-08 08:00:00,Business,819,Agent,0
F103,2025-07-09 09:00:00,JFK,BOS,2025-06-08 09:00:00,Economy,654,App,0
F101,2025-07-09 10:00:00,DFW,ATL,2025-06-08 10:00:00,Economy,472,App,0
F103,2025-07-09 11:00:00,ORD,ATL,2025-06-08 11:00:00,Business,583,Web,0
F101,2025-07-09 12:00:00,LAX,MIA,2025-06-08 12:00:00,Economy,746,App,1
F103,2025-07-09 13:00:00,JFK,MIA,2025-06-08 13:00:00,Economy,327,App,0
F101,2025-07-09 14:00:00,JFK,BOS,2025-06-08 14:00:00,Premium,722,Web,0
F104,2025-07-09 15:00:00,ORD,MIA,2025-06-08 15:00:00,Premium,406,Agent,0
F102,2025-07-09 16:00:00,DFW,MIA,2025-06-08 16:00:00,Premium,556,Agent,0
F101,2025-07-09 17:00:00,ORD,BOS,2025-06-08 17:00:00,Premium,259,App,0
F103,2025-07-09 18:00:00,DFW,MIA,2025-06-08 18:00:00,Economy,430,Agent,0
F104,2025-07-09 19:00:00,DFW,SEA,2025-06-08 19:00:00,Business,875,App,0
F101,2025-07-09 20:00:00,JFK,ATL,2025-06-08 20:00:00,Economy,324,Web,0
F101,2025-07-09 21:00:00,ORD,ATL,2025-06-08 21:00:00,Economy,828,Web,0
F104,2025-07-09 22:00:00,ORD,ATL,2025-06-08 22:00:00,Economy,603,App,0
F101,2025-07-09 23:00:00,DFW,ATL,2025-06-08 23:00:00,Premium,555,Web,0
F102,2025-07-10 00:00:00,ORD,BOS,2025-06-09 00:00:00,Premium,144,Web,0
F101,2025-07-10 01:00:00,LAX,ATL,2025-06-09 01:00:00,Premium,313,App,0
F102,2025-07-10 02:00:00,LAX,ATL,2025-06-09 02:00:00,Business,158,App,0
F102,2025-07-10 03:00:00,ORD,ATL,2025-06-09 03:00:00,Economy,743,Web,0
F104,2025-07-10 04:00:00,ORD,ATL,2025-06-09 04:00:00,Business,715,Agent,1
F101,2025-07-10 05:00:00,DFW,SEA,2025-06-09 05:00:00,Premium,294,Agent,0
F104,2025-07-10 06:00:00,LAX,ATL,2025-06-09 06:00:00,Business,588,App,0
F101,2025-07-10 07:00:00,LAX,SEA,2025-06-09 07:00:00,Economy,256,App,0
F101,2025-07-10 08:00:00,JFK,BOS,2025-06-09 08:00:00,Economy,709,Agent,0
F103,2025-07-10 09:00:00,DFW,MIA,2025-06-09 09:00:00,Premium,325,Web,0
F101,2025-07-10 10:00:00,JFK,ATL,2025-06-09 10:00:00,Premium,511,Agent,0
F104,2025-07-10 11:00:00,LAX,MIA,2025-06-09 11:00:00,Business,304,Agent,0
F102,2025-07-10 12:00:00,DFW,MIA,2025-06-09 12:00:00,Premium,178,Agent,0
F101,2025-07-10 13:00:00,ORD,BOS,2025-06-09 13:00:00,Premium,223,Agent,0
F103,2025-07-10 14:00:00,DFW,MIA,2025-06-09 14:00:00,Economy,570,App,0
F104,2025-07-10 15:00:00,ORD,SEA,2025-06-09 15:00:00,Premium,317,App,0
F101,2025-07-10 16:00:00,ORD,MIA,2025-06-09 16:00:00,Premium,615,Web,0
F104,2025-07-10 17:00:00,DFW,MIA,2025-06-09 17:00:00,Economy,701,Web,0
F103,2025-07-10 18:00:00,ORD,MIA,2025-06-09 18:00:00,Economy,203,Web,0
F103,2025-07-10 19:00:00,JFK,ATL,2025-06-09 19:00:00,Business,492,Web,0
F104,2025-07-10 20:00:00,LAX,ATL,2025-06-09 20:00:00,Premium,730,Agent,0
F101,2025-07-10 21:00:00,ORD,SEA,2025-06-09 21:00:00,Economy,744,App,0
F102,2025-07-10 22:00:00,JFK,SEA,2025-06-09 22:00:00,Business,923,App,0
F103,2025-07-10 23:00:00,ORD,ATL,2025-06-09 23:00:00,Business,707,Web,0
F101,2025-07-11 00:00:00,LAX,SEA,2025-06-10 00:00:00,Premium,533,Web,0
F101,2025-07-11 01:00:00,JFK,ATL,2025-06-10 01:00:00,Premium,430,Agent,0
F102,2025-07-11 02:00:00,LAX,BOS,2025-06-10 02:00:00,Business,242,Agent,0
F103,2025-07-11 03:00:00,LAX,MIA,2025-06-10 03:00:00,Economy,899,Web,0
F103,2025-07-11 04:00:00,JFK,MIA,2025-06-10 04:00:00,Business,639,App,0
F101,2025-07-11 05:00:00,JFK,SEA,2025-06-10 05:00:00,Premium,377,App,0
F101,2025-07-11 06:00:00,JFK,ATL,2025-06-10 06:00:00,Economy,332,App,0
F102,2025-07-11 07:00:00,DFW,ATL,2025-06-10 07:00:00,Economy,628,Web,0
F102,2025-07-11 08:00:00,JFK,SEA,2025-06-10 08:00:00,Business,670,App,0
F103,2025-07-11 09:00:00,JFK,ATL,2025-06-10 09:00:00,Premium,189,Agent,0
F104,2025-07-11 10:00:00,JFK,BOS,2025-06-10 10:00:00,Business,591,Agent,0
F103,2025-07-11 11:00:00,JFK,MIA,2025-06-10 11:00:00,Business,298,Web,1
F101,2025-07-11 12:00:00,ORD,SEA,2025-06-10 12:00:00,Business,461,Agent,0
F103,2025-07-11 13:00:00,DFW,SEA,2025-06-10 13:00:00,Economy,540,Web,1
F104,2025-07-11 14:00:00,LAX,ATL,2025-06-10 14:00:00,Economy,125,App,0
F102,2025-07-11 15:00:00,JFK,SEA,2025-06-10 15:00:00,Premium,124,App,0
F104,2025-07-11 16:00:00,ORD,BOS,2025-06-10 16:00:00,Premium,493,App,0
F104,2025-07-11 17:00:00,ORD,ATL,2025-06-10 17:00:00,Business,606,Agent,0
F104,2025-07-11 18:00:00,ORD,ATL,2025-06-10 18:00:00,Business,400,Web,0
F102,2025-07-11 19:00:00,LAX,ATL,2025-06-10 19:00:00,Business,438,App,0
F104,2025-07-11 20:00:00,JFK,ATL,2025-06-10 20:00:00,Premium,366,Web,0
F104,2025-07-11 21:00:00,DFW,BOS,2025-06-10 21:00:00,Economy,560,App,1
F104,2025-07-11 22:00:00,DFW,ATL,2025-06-10 22:00:00,Economy,792,Agent,0
F101,2025-07-11 23:00:00,ORD,SEA,2025-06-10 23:00:00,Business,555,Agent,0
F104,2025-07-12 00:00:00,LAX,BOS,2025-06-11 00:00:00,Business,459,Web,0
F102,2025-07-12 01:00:00,LAX,MIA,2025-06-11 01:00:00,Business,167,Agent,0
F104,2025-07-12 02:00:00,LAX,MIA,2025-06-11 02:00:00,Business,962,Agent,0
F104,2025-07-12 03:00:00,DFW,SEA,2025-06-11 03:00:00,Premium,511,Web,0
F102,2025-07-12 04:00:00,ORD,SEA,2025-06-11 04:00:00,Economy,590,App,0
F104,2025-07-12 05:00:00,JFK,BOS,2025-06-11 05:00:00,Business,932,Agent,0
F102,2025-07-12 06:00:00,DFW,MIA,2025-06-11 06:00:00,Premium,148,Web,0
F104,2025-07-12 07:00:00,ORD,MIA,2025-06-11 07:00:00,Business,786,Agent,1
F102,2025-07-12 08:00:00,ORD,MIA,2025-06-11 08:00:00,Business,663,Agent,0
F104,2025-07-12 09:00:00,JFK,MIA,2025-06-11 09:00:00,Economy,201,Agent,1
F104,2025-07-12 10:00:00,JFK,MIA,2025-06-11 10:00:00,Business,315,Agent,0
F101,2025-07-12 11:00:00,JFK,ATL,2025-06-11 11:00:00,Economy,537,Web,0
F101,2025-07-12 12:00:00,LAX,SEA,2025-06-11 12:00:00,Economy,799,Web,0
F104,2025-07-12 13:00:00,JFK,ATL,2025-06-11 13:00:00,Economy,668,Web,0
F104,2025-07-12 14:00:00,ORD,MIA,2025-06-11 14:00:00,Premium,658,Agent,0
F103,2025-07-12 15:00:00,JFK,BOS,2025-06-11 15:00:00,Premium,258,Agent,0
